time,source,target,x,u,t_last_spike
170.0,801,2244,1.0,0.19,-1.0
170.0,802,7298,1.0,0.19,-1.0
170.0,803,3288,1.0,0.19,-1.0
170.0,804,6172,1.0,0.19,-1.0
170.0,805,4256,1.0,0.19,-1.0
170.0,806,5575,1.0,0.19,-1.0
170.0,807,2543,1.0,0.19,-1.0
170.0,808,6666,1.0,0.19,-1.0
170.0,809,6653,1.0,0.19,-1.0
170.0,810,4736,1.0,0.19,-1.0
170.0,811,2965,0.6561,0.3439,167.3
170.0,812,2159,1.0,0.19,-1.0
170.0,813,3423,1.0,0.19,-1.0
170.0,814,2652,1.0,0.19,-1.0
170.0,815,2372,1.0,0.19,-1.0
170.0,816,3274,1.0,0.19,-1.0
170.0,817,2151,1.0,0.19,-1.0
170.0,818,760,1.0,0.19,-1.0
170.0,819,6962,1.0,0.19,-1.0
170.0,820,3415,1.0,0.19,-1.0
170.0,821,4438,0.6561,0.3439,140.15
170.0,822,2792,1.0,0.19,-1.0
170.0,823,3601,1.0,0.19,-1.0
170.0,824,7423,1.0,0.19,-1.0
170.0,825,758,1.0,0.19,-1.0
170.0,826,4507,1.0,0.19,-1.0
170.0,827,5218,1.0,0.19,-1.0
170.0,828,3796,1.0,0.19,-1.0
170.0,829,5109,1.0,0.19,-1.0
170.0,830,3073,1.0,0.19,-1.0
170.0,831,2698,1.0,0.19,-1.0
170.0,832,3472,1.0,0.19,-1.0
170.0,833,6784,0.6561,0.3439,103.9
170.0,834,3839,1.0,0.19,-1.0
170.0,835,7646,1.0,0.19,-1.0
170.0,836,1792,1.0,0.19,-1.0
170.0,837,1166,0.6561,0.3439,165.3
170.0,838,3100,1.0,0.19,-1.0
170.0,839,2411,1.0,0.19,-1.0
170.0,840,1295,1.0,0.19,-1.0
170.0,841,4916,0.6561,0.3439,122.3
170.0,842,2272,1.0,0.19,-1.0
170.0,843,3055,0.6561,0.3439,112.95
170.0,844,5195,1.0,0.19,-1.0
170.0,845,1352,1.0,0.19,-1.0
170.0,846,6484,1.0,0.19,-1.0
170.0,847,7814,1.0,0.19,-1.0
170.0,848,1781,1.0,0.19,-1.0
170.0,849,1180,1.0,0.19,-1.0
170.0,850,325,1.0,0.19,-1.0
170.0,851,2413,1.0,0.19,-1.0
170.0,852,1879,1.0,0.19,-1.0
170.0,853,7512,1.0,0.19,-1.0
170.0,854,2998,1.0,0.19,-1.0
170.0,855,3530,1.0,0.19,-1.0
170.0,856,2853,1.0,0.19,-1.0
170.0,857,7909,1.0,0.19,-1.0
170.0,858,7232,0.6561,0.3439,153.4
170.0,859,7916,1.0,0.19,-1.0
170.0,860,1408,1.0,0.19,-1.0
170.0,861,7497,1.0,0.19,-1.0
170.0,862,2571,0.6561,0.3439,48.0
170.0,863,2728,1.0,0.19,-1.0
170.0,864,5534,1.0,0.19,-1.0
170.0,865,1251,0.6561,0.3439,45.65
170.0,866,2631,1.0,0.19,-1.0
170.0,867,1051,1.0,0.19,-1.0
170.0,868,55,0.6561,0.3439,138.20000000000002
170.0,869,1939,1.0,0.19,-1.0
170.0,870,6176,0.6561,0.3439,150.05
170.0,871,1995,1.0,0.19,-1.0
170.0,872,5214,0.6561,0.3439,150.8
170.0,873,6977,1.0,0.19,-1.0
170.0,874,5855,1.0,0.19,-1.0
170.0,875,1105,1.0,0.19,-1.0
170.0,876,3569,1.0,0.19,-1.0
