time,source,target,x,u,t_last_spike
270.0,1,2304,1.0,0.19,-1.0
270.0,2,4094,1.0,0.19,-1.0
270.0,3,619,1.0,0.19,-1.0
270.0,4,7456,1.0,0.19,-1.0
270.0,5,3827,1.0,0.19,-1.0
270.0,6,5401,1.0,0.19,-1.0
270.0,7,6782,1.0,0.19,-1.0
270.0,8,454,1.0,0.19,-1.0
270.0,9,630,1.0,0.19,-1.0
270.0,10,4094,1.0,0.19,-1.0
270.0,11,2392,1.0,0.19,-1.0
270.0,12,3494,1.0,0.19,-1.0
270.0,13,4979,1.0,0.19,-1.0
270.0,14,4856,1.0,0.19,-1.0
270.0,15,4727,1.0,0.19,-1.0
270.0,16,2990,0.6561,0.3439,78.7
270.0,17,494,1.0,0.19,-1.0
270.0,18,4456,1.0,0.19,-1.0
270.0,19,1367,1.0,0.19,-1.0
270.0,20,2367,1.0,0.19,-1.0
270.0,21,4912,1.0,0.19,-1.0
270.0,22,2655,1.0,0.19,-1.0
270.0,23,4289,0.6561,0.3439,140.20000000000002
270.0,24,6923,1.0,0.19,-1.0
270.0,25,5562,0.6561,0.3439,261.85
270.0,26,7741,1.0,0.19,-1.0
270.0,27,7651,1.0,0.19,-1.0
270.0,28,1144,1.0,0.19,-1.0
270.0,29,6217,1.0,0.19,-1.0
270.0,30,837,0.6561,0.3439,142.5
270.0,31,7178,1.0,0.19,-1.0
270.0,32,5505,1.0,0.19,-1.0
270.0,33,3681,1.0,0.19,-1.0
270.0,34,4687,1.0,0.19,-1.0
270.0,35,4200,1.0,0.19,-1.0
270.0,36,511,1.0,0.19,-1.0
270.0,37,3392,1.0,0.19,-1.0
270.0,38,3063,1.0,0.19,-1.0
270.0,39,3477,1.0,0.19,-1.0
270.0,40,3273,1.0,0.19,-1.0
270.0,41,6644,1.0,0.19,-1.0
270.0,42,4189,1.0,0.19,-1.0
270.0,43,7181,1.0,0.19,-1.0
270.0,44,1616,1.0,0.19,-1.0
270.0,45,921,1.0,0.19,-1.0
270.0,46,6714,1.0,0.19,-1.0
270.0,47,7424,0.6561,0.3439,63.35
