time,source,target,x,u,t_last_spike
40.0,801,4919,1.0,0.19,-1.0
40.0,802,7799,1.0,0.19,-1.0
40.0,803,7134,1.0,0.19,-1.0
40.0,804,2574,1.0,0.19,-1.0
40.0,805,3001,1.0,0.19,-1.0
40.0,806,6920,1.0,0.19,-1.0
40.0,807,2782,1.0,0.19,-1.0
40.0,808,801,1.0,0.19,-1.0
40.0,809,6886,1.0,0.19,-1.0
40.0,810,4736,1.0,0.19,-1.0
40.0,811,2316,1.0,0.19,-1.0
40.0,812,2159,1.0,0.19,-1.0
40.0,813,3423,1.0,0.19,-1.0
40.0,814,1693,1.0,0.19,-1.0
40.0,815,6536,1.0,0.19,-1.0
40.0,816,2044,1.0,0.19,-1.0
40.0,817,3972,1.0,0.19,-1.0
40.0,818,760,1.0,0.19,-1.0
40.0,819,6886,1.0,0.19,-1.0
40.0,820,5862,1.0,0.19,-1.0
40.0,821,4016,1.0,0.19,-1.0
40.0,822,7134,1.0,0.19,-1.0
40.0,823,4422,1.0,0.19,-1.0
40.0,824,4504,1.0,0.19,-1.0
40.0,825,6546,1.0,0.19,-1.0
40.0,826,1680,1.0,0.19,-1.0
40.0,827,7156,1.0,0.19,-1.0
40.0,828,7374,1.0,0.19,-1.0
40.0,829,5671,1.0,0.19,-1.0
40.0,830,5396,1.0,0.19,-1.0
40.0,831,7995,1.0,0.19,-1.0
40.0,832,2956,1.0,0.19,-1.0
40.0,833,2605,1.0,0.19,-1.0
40.0,834,4440,1.0,0.19,-1.0
40.0,835,7646,1.0,0.19,-1.0
40.0,836,1792,1.0,0.19,-1.0
40.0,837,6850,1.0,0.19,-1.0
40.0,838,7528,1.0,0.19,-1.0
40.0,839,2411,1.0,0.19,-1.0
40.0,840,660,1.0,0.19,-1.0
40.0,841,5766,1.0,0.19,-1.0
40.0,842,2272,1.0,0.19,-1.0
40.0,843,5100,1.0,0.19,-1.0
40.0,844,727,1.0,0.19,-1.0
40.0,845,7508,1.0,0.19,-1.0
40.0,846,2807,1.0,0.19,-1.0
40.0,847,7814,1.0,0.19,-1.0
40.0,848,3000,1.0,0.19,-1.0
40.0,849,2069,1.0,0.19,-1.0
40.0,850,2458,1.0,0.19,-1.0
40.0,851,2413,1.0,0.19,-1.0
40.0,852,2860,1.0,0.19,-1.0
40.0,853,6797,1.0,0.19,-1.0
40.0,854,2657,1.0,0.19,-1.0
40.0,855,244,1.0,0.19,-1.0
40.0,856,2806,1.0,0.19,-1.0
40.0,857,1103,1.0,0.19,-1.0
40.0,858,7326,1.0,0.19,-1.0
40.0,859,2957,1.0,0.19,-1.0
