time,source,target,x,u,t_last_spike
190.0,1,4837,1.0,0.19,-1.0
190.0,2,4111,1.0,0.19,-1.0
190.0,3,619,1.0,0.19,-1.0
190.0,4,6681,1.0,0.19,-1.0
190.0,5,306,1.0,0.19,-1.0
190.0,6,2414,1.0,0.19,-1.0
190.0,7,5149,1.0,0.19,-1.0
190.0,8,4263,1.0,0.19,-1.0
190.0,9,4308,1.0,0.19,-1.0
190.0,10,6619,1.0,0.19,-1.0
190.0,11,6757,1.0,0.19,-1.0
190.0,12,4655,1.0,0.19,-1.0
190.0,13,6724,1.0,0.19,-1.0
190.0,14,325,1.0,0.19,-1.0
190.0,15,2625,1.0,0.19,-1.0
190.0,16,5687,0.6561,0.3439,78.7
190.0,17,4554,1.0,0.19,-1.0
190.0,18,6673,1.0,0.19,-1.0
190.0,19,2899,1.0,0.19,-1.0
190.0,20,6701,1.0,0.19,-1.0
190.0,21,4912,1.0,0.19,-1.0
190.0,22,3026,1.0,0.19,-1.0
190.0,23,1876,0.6561,0.3439,140.20000000000002
190.0,24,7695,1.0,0.19,-1.0
190.0,25,1048,1.0,0.19,-1.0
190.0,26,4188,1.0,0.19,-1.0
190.0,27,3632,1.0,0.19,-1.0
190.0,28,4750,1.0,0.19,-1.0
190.0,29,507,1.0,0.19,-1.0
190.0,30,7214,0.6561,0.3439,142.5
190.0,31,3477,1.0,0.19,-1.0
190.0,32,5061,1.0,0.19,-1.0
190.0,33,3573,1.0,0.19,-1.0
190.0,34,4687,1.0,0.19,-1.0
190.0,35,205,1.0,0.19,-1.0
190.0,36,4213,1.0,0.19,-1.0
190.0,37,7797,1.0,0.19,-1.0
190.0,38,5840,1.0,0.19,-1.0
190.0,39,97,1.0,0.19,-1.0
190.0,40,4798,1.0,0.19,-1.0
190.0,41,7905,1.0,0.19,-1.0
190.0,42,4189,1.0,0.19,-1.0
190.0,43,7181,1.0,0.19,-1.0
190.0,44,1616,1.0,0.19,-1.0
190.0,45,869,1.0,0.19,-1.0
190.0,46,4809,1.0,0.19,-1.0
190.0,47,5521,0.6561,0.3439,63.35
190.0,48,5516,1.0,0.19,-1.0
190.0,49,5436,1.0,0.19,-1.0
190.0,50,2838,1.0,0.19,-1.0
190.0,51,3091,1.0,0.19,-1.0
190.0,52,2653,1.0,0.19,-1.0
190.0,53,6709,0.6561,0.3439,92.75
190.0,54,7020,1.0,0.19,-1.0
190.0,55,7823,1.0,0.19,-1.0
190.0,56,5390,1.0,0.19,-1.0
