time,source,target,x,u,t_last_spike
330.0,801,2244,1.0,0.19,-1.0
330.0,802,117,1.0,0.19,-1.0
330.0,803,7134,1.0,0.19,-1.0
330.0,804,170,1.0,0.19,-1.0
330.0,805,4951,1.0,0.19,-1.0
330.0,806,4730,1.0,0.19,-1.0
330.0,807,2764,0.6561,0.3439,302.8
330.0,808,6666,1.0,0.19,-1.0
330.0,809,6886,0.6561,0.3439,193.3
330.0,810,4467,1.0,0.19,-1.0
330.0,811,4934,0.6561,0.3439,167.3
330.0,812,6504,1.0,0.19,-1.0
330.0,813,4317,0.6561,0.3439,311.6
330.0,814,5769,1.0,0.19,-1.0
330.0,815,7765,1.0,0.19,-1.0
330.0,816,941,1.0,0.19,-1.0
330.0,817,2435,1.0,0.19,-1.0
330.0,818,1155,1.0,0.19,-1.0
330.0,819,323,1.0,0.19,-1.0
330.0,820,6532,1.0,0.19,-1.0
330.0,821,4438,0.6561,0.3439,140.15
330.0,822,3351,1.0,0.19,-1.0
330.0,823,5274,1.0,0.19,-1.0
330.0,824,4504,1.0,0.19,-1.0
330.0,825,2188,1.0,0.19,-1.0
330.0,826,1460,1.0,0.19,-1.0
330.0,827,7156,1.0,0.19,-1.0
330.0,828,3762,1.0,0.19,-1.0
330.0,829,5109,1.0,0.19,-1.0
330.0,830,3594,1.0,0.19,-1.0
330.0,831,5048,1.0,0.19,-1.0
330.0,832,1207,1.0,0.19,-1.0
330.0,833,3018,0.6561,0.3439,103.9
330.0,834,3839,1.0,0.19,-1.0
330.0,835,2759,1.0,0.19,-1.0
330.0,836,2359,1.0,0.19,-1.0
330.0,837,4360,0.6561,0.3439,165.3
330.0,838,2769,1.0,0.19,-1.0
330.0,839,7287,1.0,0.19,-1.0
330.0,840,1816,1.0,0.19,-1.0
330.0,841,4916,0.6561,0.3439,122.3
330.0,842,4181,1.0,0.19,-1.0
330.0,843,7755,0.6561,0.3439,112.95
330.0,844,2216,1.0,0.19,-1.0
330.0,845,3913,0.6561,0.3439,204.45000000000002
330.0,846,7457,1.0,0.19,-1.0
330.0,847,6555,1.0,0.19,-1.0
330.0,848,4334,0.6561,0.3439,206.65
330.0,849,3610,1.0,0.19,-1.0
330.0,850,6897,1.0,0.19,-1.0
330.0,851,2413,1.0,0.19,-1.0
330.0,852,6858,1.0,0.19,-1.0
330.0,853,6951,1.0,0.19,-1.0
330.0,854,2657,0.6561,0.3439,283.05
330.0,855,3530,1.0,0.19,-1.0
330.0,856,2619,0.6561,0.3439,304.05
330.0,857,3092,1.0,0.19,-1.0
330.0,858,4826,0.6561,0.3439,153.4
330.0,859,726,1.0,0.19,-1.0
330.0,860,5087,0.6561,0.3439,219.9
330.0,861,7503,1.0,0.19,-1.0
330.0,862,5066,0.6561,0.3439,48.0
330.0,863,5522,0.6561,0.3439,230.45000000000002
330.0,864,5534,1.0,0.19,-1.0
330.0,865,2350,0.6561,0.3439,45.65
330.0,866,2631,1.0,0.19,-1.0
330.0,867,2423,1.0,0.19,-1.0
330.0,868,6845,0.6561,0.3439,138.20000000000002
330.0,869,7607,1.0,0.19,-1.0
330.0,870,7383,0.6561,0.3439,150.05
330.0,871,7314,1.0,0.19,-1.0
330.0,872,6844,0.6561,0.3439,150.8
330.0,873,1708,1.0,0.19,-1.0
330.0,874,3465,1.0,0.19,-1.0
330.0,875,1053,1.0,0.19,-1.0
330.0,876,6302,1.0,0.19,-1.0
330.0,877,3775,1.0,0.19,-1.0
330.0,878,4885,1.0,0.19,-1.0
330.0,879,2818,1.0,0.19,-1.0
330.0,880,7142,1.0,0.19,-1.0
330.0,881,6868,0.6561,0.3439,317.90000000000003
330.0,882,3463,1.0,0.19,-1.0
330.0,883,2989,1.0,0.19,-1.0
330.0,884,7252,1.0,0.19,-1.0
330.0,885,5242,1.0,0.19,-1.0
330.0,886,2112,1.0,0.19,-1.0
330.0,887,6149,1.0,0.19,-1.0
330.0,888,633,1.0,0.19,-1.0
330.0,889,7688,1.0,0.19,-1.0
330.0,890,2255,1.0,0.19,-1.0
330.0,891,4426,0.6561,0.3439,300.7
330.0,892,2464,1.0,0.19,-1.0
330.0,893,5240,1.0,0.19,-1.0
330.0,894,6072,1.0,0.19,-1.0
330.0,895,3366,0.6561,0.3439,285.6
330.0,896,5223,1.0,0.19,-1.0
330.0,897,1876,1.0,0.19,-1.0
330.0,898,4810,1.0,0.19,-1.0
330.0,899,3904,1.0,0.19,-1.0
330.0,900,2158,1.0,0.19,-1.0
330.0,901,6809,0.6561,0.3439,138.15
330.0,902,312,1.0,0.19,-1.0
330.0,903,7059,1.0,0.19,-1.0
330.0,904,3726,0.6561,0.3439,129.15
330.0,905,4208,1.0,0.19,-1.0
330.0,906,2731,1.0,0.19,-1.0
330.0,907,7949,1.0,0.19,-1.0
330.0,908,5046,1.0,0.19,-1.0
330.0,909,6711,1.0,0.19,-1.0
330.0,910,2795,1.0,0.19,-1.0
330.0,911,4155,1.0,0.19,-1.0
330.0,912,4174,1.0,0.19,-1.0
330.0,913,1695,1.0,0.19,-1.0
330.0,914,7547,1.0,0.19,-1.0
330.0,915,3187,1.0,0.19,-1.0
330.0,916,5292,1.0,0.19,-1.0
330.0,917,7199,1.0,0.19,-1.0
330.0,918,7980,1.0,0.19,-1.0
330.0,919,2688,1.0,0.19,-1.0
330.0,920,6773,1.0,0.19,-1.0
330.0,921,7111,1.0,0.19,-1.0
330.0,922,7095,1.0,0.19,-1.0
330.0,923,6935,1.0,0.19,-1.0
330.0,924,1167,1.0,0.19,-1.0
330.0,925,7942,1.0,0.19,-1.0
330.0,926,222,1.0,0.19,-1.0
330.0,927,4593,0.6561,0.3439,251.8
330.0,928,6264,1.0,0.19,-1.0
330.0,929,6576,0.6561,0.3439,202.35
330.0,930,3917,1.0,0.19,-1.0
330.0,931,3197,0.6561,0.3439,271.55
330.0,932,7574,1.0,0.19,-1.0
330.0,933,4979,0.6561,0.3439,53.050000000000004
330.0,934,4228,1.0,0.19,-1.0
330.0,935,3100,1.0,0.19,-1.0
330.0,936,441,1.0,0.19,-1.0
330.0,937,1242,1.0,0.19,-1.0
330.0,938,3971,1.0,0.19,-1.0
330.0,939,3085,1.0,0.19,-1.0
330.0,940,5579,1.0,0.19,-1.0
330.0,941,3042,1.0,0.19,-1.0
330.0,942,2795,1.0,0.19,-1.0
330.0,943,204,1.0,0.19,-1.0
330.0,944,3374,1.0,0.19,-1.0
330.0,945,253,1.0,0.19,-1.0
330.0,946,2477,1.0,0.19,-1.0
330.0,947,6531,1.0,0.19,-1.0
330.0,948,3265,1.0,0.19,-1.0
330.0,949,7809,0.6561,0.3439,94.05
330.0,950,3686,0.6561,0.3439,252.70000000000002
330.0,951,5805,1.0,0.19,-1.0
330.0,952,398,1.0,0.19,-1.0
330.0,953,1324,1.0,0.19,-1.0
330.0,954,6197,0.6561,0.3439,20.45
330.0,955,1718,0.6561,0.3439,68.3
330.0,956,975,1.0,0.19,-1.0
330.0,957,3853,1.0,0.19,-1.0
330.0,958,3190,1.0,0.19,-1.0
330.0,959,1319,0.6561,0.3439,81.75
330.0,960,4082,1.0,0.19,-1.0
330.0,961,569,1.0,0.19,-1.0
330.0,962,7487,1.0,0.19,-1.0
330.0,963,2831,1.0,0.19,-1.0
330.0,964,6580,0.6561,0.3439,149.20000000000002
330.0,965,1869,1.0,0.19,-1.0
330.0,966,6053,1.0,0.19,-1.0
330.0,967,2189,1.0,0.19,-1.0
330.0,968,821,1.0,0.19,-1.0
330.0,969,7827,1.0,0.19,-1.0
330.0,970,1809,1.0,0.19,-1.0
