source,target,weight,x,u,tau_F,tau_D
2,7712,17.04255965118713,1.0,0.19,1500.0,200.0
2,4544,17.04255965118713,1.0,0.19,1500.0,200.0
2,7832,17.04255965118713,1.0,0.19,1500.0,200.0
2,6136,17.04255965118713,1.0,0.19,1500.0,200.0
2,368,76.69151843034209,1.0,0.19,1500.0,200.0
2,7416,17.04255965118713,1.0,0.19,1500.0,200.0
2,3192,17.04255965118713,1.0,0.19,1500.0,200.0
2,4248,17.04255965118713,1.0,0.19,1500.0,200.0
2,2048,17.04255965118713,1.0,0.19,1500.0,200.0
2,912,17.04255965118713,1.0,0.19,1500.0,200.0
2,6616,17.04255965118713,1.0,0.19,1500.0,200.0
2,2432,17.04255965118713,1.0,0.19,1500.0,200.0
2,6336,17.04255965118713,1.0,0.19,1500.0,200.0
2,600,76.69151843034209,1.0,0.19,1500.0,200.0
2,1672,17.04255965118713,1.0,0.19,1500.0,200.0
2,3472,17.04255965118713,1.0,0.19,1500.0,200.0
2,5456,17.04255965118713,1.0,0.19,1500.0,200.0
2,6440,17.04255965118713,1.0,0.19,1500.0,200.0
2,3312,17.04255965118713,1.0,0.19,1500.0,200.0
2,2392,17.04255965118713,1.0,0.19,1500.0,200.0
2,3552,17.04255965118713,1.0,0.19,1500.0,200.0
2,4608,17.04255965118713,1.0,0.19,1500.0,200.0
2,832,17.04255965118713,1.0,0.19,1500.0,200.0
2,992,17.04255965118713,1.0,0.19,1500.0,200.0
2,2248,17.04255965118713,1.0,0.19,1500.0,200.0
2,7256,17.04255965118713,1.0,0.19,1500.0,200.0
2,3800,17.04255965118713,1.0,0.19,1500.0,200.0
2,5976,17.04255965118713,1.0,0.19,1500.0,200.0
2,6056,17.04255965118713,1.0,0.19,1500.0,200.0
2,2008,17.04255965118713,1.0,0.19,1500.0,200.0
2,640,76.69151843034209,1.0,0.19,1500.0,200.0
2,2528,17.04255965118713,1.0,0.19,1500.0,200.0
2,784,76.69151843034209,1.0,0.19,1500.0,200.0
2,5736,17.04255965118713,1.0,0.19,1500.0,200.0
2,6576,17.04255965118713,1.0,0.19,1500.0,200.0
2,2056,17.04255965118713,1.0,0.19,1500.0,200.0
2,1048,17.04255965118713,1.0,0.19,1500.0,200.0
2,4568,17.04255965118713,1.0,0.19,1500.0,200.0
2,1608,17.04255965118713,1.0,0.19,1500.0,200.0
2,5072,17.04255965118713,1.0,0.19,1500.0,200.0
2,6776,17.04255965118713,1.0,0.19,1500.0,200.0
2,7016,17.04255965118713,1.0,0.19,1500.0,200.0
2,1912,17.04255965118713,1.0,0.19,1500.0,200.0
2,760,76.69151843034209,1.0,0.19,1500.0,200.0
2,7616,17.04255965118713,1.0,0.19,1500.0,200.0
2,1936,17.04255965118713,1.0,0.19,1500.0,200.0
2,5952,17.04255965118713,1.0,0.19,1500.0,200.0
2,3488,17.04255965118713,1.0,0.19,1500.0,200.0
2,1456,17.04255965118713,1.0,0.19,1500.0,200.0
2,1832,17.04255965118713,1.0,0.19,1500.0,200.0
2,4680,17.04255965118713,1.0,0.19,1500.0,200.0
2,7400,17.04255965118713,1.0,0.19,1500.0,200.0
2,4760,17.04255965118713,1.0,0.19,1500.0,200.0
2,3248,17.04255965118713,1.0,0.19,1500.0,200.0
2,2288,17.04255965118713,1.0,0.19,1500.0,200.0
2,3576,17.04255965118713,1.0,0.19,1500.0,200.0
2,3528,17.04255965118713,1.0,0.19,1500.0,200.0
2,5576,17.04255965118713,1.0,0.19,1500.0,200.0
2,1432,17.04255965118713,1.0,0.19,1500.0,200.0
2,3408,17.04255965118713,1.0,0.19,1500.0,200.0
2,3648,17.04255965118713,1.0,0.19,1500.0,200.0
2,3976,17.04255965118713,1.0,0.19,1500.0,200.0
2,6376,17.04255965118713,1.0,0.19,1500.0,200.0
2,1120,17.04255965118713,1.0,0.19,1500.0,200.0
2,4992,17.04255965118713,1.0,0.19,1500.0,200.0
2,5112,17.04255965118713,1.0,0.19,1500.0,200.0
2,3592,17.04255965118713,1.0,0.19,1500.0,200.0
2,3104,17.04255965118713,1.0,0.19,1500.0,200.0
2,7480,17.04255965118713,1.0,0.19,1500.0,200.0
2,112,76.69151843034209,1.0,0.19,1500.0,200.0
2,4744,17.04255965118713,1.0,0.19,1500.0,200.0
2,848,17.04255965118713,1.0,0.19,1500.0,200.0
2,552,76.69151843034209,1.0,0.19,1500.0,200.0
2,6048,17.04255965118713,1.0,0.19,1500.0,200.0
2,6736,17.04255965118713,1.0,0.19,1500.0,200.0
2,560,76.69151843034209,1.0,0.19,1500.0,200.0
2,96,76.69151843034209,1.0,0.19,1500.0,200.0
2,4968,17.04255965118713,1.0,0.19,1500.0,200.0
2,1232,17.04255965118713,1.0,0.19,1500.0,200.0
2,4192,17.04255965118713,1.0,0.19,1500.0,200.0
2,6720,17.04255965118713,1.0,0.19,1500.0,200.0
2,1816,17.04255965118713,1.0,0.19,1500.0,200.0
2,1568,17.04255965118713,1.0,0.19,1500.0,200.0
2,632,76.69151843034209,1.0,0.19,1500.0,200.0
2,5760,17.04255965118713,1.0,0.19,1500.0,200.0
2,3128,17.04255965118713,1.0,0.19,1500.0,200.0
2,72,76.69151843034209,1.0,0.19,1500.0,200.0
