time,source,target,x,u,t_last_spike
180.0,1,1862,1.0,0.19,-1.0
180.0,2,4111,1.0,0.19,-1.0
180.0,3,5173,1.0,0.19,-1.0
180.0,4,1895,1.0,0.19,-1.0
180.0,5,4150,1.0,0.19,-1.0
180.0,6,4453,1.0,0.19,-1.0
180.0,7,5149,1.0,0.19,-1.0
180.0,8,4842,1.0,0.19,-1.0
180.0,9,1657,1.0,0.19,-1.0
180.0,10,6619,1.0,0.19,-1.0
180.0,11,131,1.0,0.19,-1.0
180.0,12,4655,1.0,0.19,-1.0
180.0,13,2415,1.0,0.19,-1.0
180.0,14,4856,1.0,0.19,-1.0
180.0,15,3501,1.0,0.19,-1.0
180.0,16,6389,0.6561,0.3439,78.7
180.0,17,2677,1.0,0.19,-1.0
180.0,18,2395,1.0,0.19,-1.0
180.0,19,2899,1.0,0.19,-1.0
180.0,20,5571,1.0,0.19,-1.0
180.0,21,2684,1.0,0.19,-1.0
180.0,22,1221,1.0,0.19,-1.0
180.0,23,3715,0.6561,0.3439,140.20000000000002
180.0,24,4204,1.0,0.19,-1.0
180.0,25,2657,1.0,0.19,-1.0
180.0,26,1119,1.0,0.19,-1.0
180.0,27,7807,1.0,0.19,-1.0
180.0,28,3023,1.0,0.19,-1.0
180.0,29,2511,1.0,0.19,-1.0
180.0,30,7759,0.6561,0.3439,142.5
180.0,31,177,1.0,0.19,-1.0
180.0,32,1244,1.0,0.19,-1.0
180.0,33,4376,1.0,0.19,-1.0
180.0,34,2620,1.0,0.19,-1.0
180.0,35,205,1.0,0.19,-1.0
180.0,36,5238,1.0,0.19,-1.0
180.0,37,3392,1.0,0.19,-1.0
180.0,38,3063,1.0,0.19,-1.0
180.0,39,527,1.0,0.19,-1.0
180.0,40,1619,1.0,0.19,-1.0
180.0,41,995,1.0,0.19,-1.0
180.0,42,7198,1.0,0.19,-1.0
180.0,43,7181,1.0,0.19,-1.0
180.0,44,3535,1.0,0.19,-1.0
180.0,45,3014,1.0,0.19,-1.0
180.0,46,6334,1.0,0.19,-1.0
180.0,47,3430,0.6561,0.3439,63.35
