time,source,target,x,u,t_last_spike
10.0,1,4626,1.0,0.19,-1.0
10.0,2,4111,1.0,0.19,-1.0
10.0,3,3287,1.0,0.19,-1.0
10.0,4,2,1.0,0.19,-1.0
10.0,5,1551,1.0,0.19,-1.0
10.0,6,2414,1.0,0.19,-1.0
10.0,7,6202,1.0,0.19,-1.0
10.0,8,4842,1.0,0.19,-1.0
10.0,9,5728,1.0,0.19,-1.0
10.0,10,1450,1.0,0.19,-1.0
10.0,11,2392,1.0,0.19,-1.0
10.0,12,913,1.0,0.19,-1.0
10.0,13,4979,1.0,0.19,-1.0
10.0,14,4856,1.0,0.19,-1.0
10.0,15,2363,1.0,0.19,-1.0
10.0,16,2411,1.0,0.19,-1.0
10.0,17,6027,1.0,0.19,-1.0
10.0,18,2395,1.0,0.19,-1.0
10.0,19,1380,1.0,0.19,-1.0
10.0,20,1840,1.0,0.19,-1.0
10.0,21,1403,1.0,0.19,-1.0
10.0,22,6952,1.0,0.19,-1.0
10.0,23,3715,1.0,0.19,-1.0
10.0,24,24,1.0,0.19,-1.0
10.0,25,1048,1.0,0.19,-1.0
10.0,26,3992,1.0,0.19,-1.0
10.0,27,7693,1.0,0.19,-1.0
10.0,28,5957,1.0,0.19,-1.0
10.0,29,6030,1.0,0.19,-1.0
10.0,30,1169,1.0,0.19,-1.0
10.0,31,177,1.0,0.19,-1.0
10.0,32,2854,1.0,0.19,-1.0
10.0,33,6180,1.0,0.19,-1.0
10.0,34,4687,1.0,0.19,-1.0
10.0,35,4200,1.0,0.19,-1.0
10.0,36,249,1.0,0.19,-1.0
10.0,37,3392,1.0,0.19,-1.0
10.0,38,5929,1.0,0.19,-1.0
10.0,39,97,1.0,0.19,-1.0
10.0,40,3273,1.0,0.19,-1.0
10.0,41,7905,1.0,0.19,-1.0
10.0,42,7136,1.0,0.19,-1.0
10.0,43,7287,1.0,0.19,-1.0
10.0,44,3535,1.0,0.19,-1.0
10.0,45,5007,1.0,0.19,-1.0
10.0,46,3519,1.0,0.19,-1.0
10.0,47,5521,1.0,0.19,-1.0
10.0,48,1106,1.0,0.19,-1.0
10.0,49,4549,1.0,0.19,-1.0
10.0,50,3791,1.0,0.19,-1.0
10.0,51,1142,1.0,0.19,-1.0
10.0,52,1751,1.0,0.19,-1.0
10.0,53,6709,1.0,0.19,-1.0
10.0,54,7759,1.0,0.19,-1.0
10.0,55,7823,1.0,0.19,-1.0
10.0,56,6553,1.0,0.19,-1.0
10.0,57,3967,1.0,0.19,-1.0
10.0,58,6539,1.0,0.19,-1.0
10.0,59,2007,1.0,0.19,-1.0
10.0,60,4847,1.0,0.19,-1.0
10.0,61,2537,1.0,0.19,-1.0
10.0,62,111,1.0,0.19,-1.0
10.0,63,7618,1.0,0.19,-1.0
10.0,64,3369,1.0,0.19,-1.0
10.0,65,7224,1.0,0.19,-1.0
10.0,66,7859,1.0,0.19,-1.0
10.0,67,1577,1.0,0.19,-1.0
10.0,68,4705,1.0,0.19,-1.0
10.0,69,5584,1.0,0.19,-1.0
10.0,70,6123,1.0,0.19,-1.0
10.0,71,6389,1.0,0.19,-1.0
10.0,72,5604,1.0,0.19,-1.0
10.0,73,3293,1.0,0.19,-1.0
10.0,74,3525,1.0,0.19,-1.0
10.0,75,7334,1.0,0.19,-1.0
10.0,76,173,1.0,0.19,-1.0
10.0,77,4669,1.0,0.19,-1.0
10.0,78,6293,1.0,0.19,-1.0
10.0,79,3886,1.0,0.19,-1.0
10.0,80,6357,1.0,0.19,-1.0
10.0,81,6982,1.0,0.19,-1.0
10.0,82,5494,1.0,0.19,-1.0
10.0,83,7213,1.0,0.19,-1.0
10.0,84,1877,1.0,0.19,-1.0
10.0,85,5397,1.0,0.19,-1.0
10.0,86,7277,1.0,0.19,-1.0
10.0,87,2340,1.0,0.19,-1.0
10.0,88,1773,1.0,0.19,-1.0
10.0,89,3637,1.0,0.19,-1.0
10.0,90,7158,1.0,0.19,-1.0
10.0,91,2224,1.0,0.19,-1.0
10.0,92,2930,1.0,0.19,-1.0
10.0,93,5448,1.0,0.19,-1.0
10.0,94,4553,1.0,0.19,-1.0
10.0,95,164,1.0,0.19,-1.0
10.0,96,4129,1.0,0.19,-1.0
10.0,97,4707,1.0,0.19,-1.0
10.0,98,6500,1.0,0.19,-1.0
10.0,99,73,1.0,0.19,-1.0
10.0,100,3049,1.0,0.19,-1.0
10.0,101,825,1.0,0.19,-1.0
10.0,102,67,1.0,0.19,-1.0
10.0,103,7248,1.0,0.19,-1.0
10.0,104,3798,1.0,0.19,-1.0
10.0,105,424,1.0,0.19,-1.0
10.0,106,2167,1.0,0.19,-1.0
10.0,107,4651,1.0,0.19,-1.0
10.0,108,4805,1.0,0.19,-1.0
10.0,109,4101,1.0,0.19,-1.0
10.0,110,1965,1.0,0.19,-1.0
10.0,111,5811,1.0,0.19,-1.0
10.0,112,2393,1.0,0.19,-1.0
10.0,113,6074,1.0,0.19,-1.0
10.0,114,163,1.0,0.19,-1.0
10.0,115,1817,1.0,0.19,-1.0
10.0,116,6356,1.0,0.19,-1.0
10.0,117,5099,1.0,0.19,-1.0
10.0,118,2065,1.0,0.19,-1.0
10.0,119,6713,1.0,0.19,-1.0
