time,source,target,x,u,t_last_spike
250.0,1,4791,1.0,0.19,-1.0
250.0,2,4094,1.0,0.19,-1.0
250.0,3,3287,1.0,0.19,-1.0
250.0,4,7456,1.0,0.19,-1.0
250.0,5,1120,1.0,0.19,-1.0
250.0,6,5401,1.0,0.19,-1.0
250.0,7,5792,1.0,0.19,-1.0
250.0,8,3781,1.0,0.19,-1.0
250.0,9,5728,1.0,0.19,-1.0
250.0,10,4094,1.0,0.19,-1.0
250.0,11,4002,1.0,0.19,-1.0
250.0,12,5178,1.0,0.19,-1.0
250.0,13,6544,1.0,0.19,-1.0
250.0,14,325,1.0,0.19,-1.0
250.0,15,2625,1.0,0.19,-1.0
250.0,16,5687,0.6561,0.3439,78.7
250.0,17,494,1.0,0.19,-1.0
250.0,18,3885,1.0,0.19,-1.0
250.0,19,7746,1.0,0.19,-1.0
250.0,20,6701,1.0,0.19,-1.0
250.0,21,4581,1.0,0.19,-1.0
250.0,22,2655,1.0,0.19,-1.0
250.0,23,4289,0.6561,0.3439,140.20000000000002
250.0,24,726,1.0,0.19,-1.0
250.0,25,635,1.0,0.19,-1.0
250.0,26,3043,1.0,0.19,-1.0
250.0,27,3378,1.0,0.19,-1.0
250.0,28,4750,1.0,0.19,-1.0
250.0,29,6030,1.0,0.19,-1.0
250.0,30,7075,0.6561,0.3439,142.5
250.0,31,7408,1.0,0.19,-1.0
250.0,32,3267,1.0,0.19,-1.0
250.0,33,6180,1.0,0.19,-1.0
250.0,34,3790,1.0,0.19,-1.0
250.0,35,7806,1.0,0.19,-1.0
250.0,36,5238,1.0,0.19,-1.0
250.0,37,852,1.0,0.19,-1.0
250.0,38,4924,1.0,0.19,-1.0
250.0,39,1542,1.0,0.19,-1.0
250.0,40,4798,1.0,0.19,-1.0
250.0,41,1902,1.0,0.19,-1.0
250.0,42,7198,1.0,0.19,-1.0
250.0,43,7724,1.0,0.19,-1.0
250.0,44,5130,1.0,0.19,-1.0
250.0,45,921,1.0,0.19,-1.0
250.0,46,2040,1.0,0.19,-1.0
250.0,47,5521,0.6561,0.3439,63.35
250.0,48,1168,1.0,0.19,-1.0
250.0,49,4549,1.0,0.19,-1.0
250.0,50,3496,1.0,0.19,-1.0
250.0,51,6916,1.0,0.19,-1.0
250.0,52,1751,1.0,0.19,-1.0
250.0,53,4112,0.6561,0.3439,92.75
250.0,54,6109,1.0,0.19,-1.0
250.0,55,3046,1.0,0.19,-1.0
250.0,56,1072,1.0,0.19,-1.0
250.0,57,5276,1.0,0.19,-1.0
250.0,58,6817,1.0,0.19,-1.0
250.0,59,5598,1.0,0.19,-1.0
250.0,60,4456,1.0,0.19,-1.0
250.0,61,2537,1.0,0.19,-1.0
250.0,62,3040,0.6561,0.3439,42.85
250.0,63,7618,0.6561,0.3439,158.9
250.0,64,3369,1.0,0.19,-1.0
250.0,65,1375,1.0,0.19,-1.0
250.0,66,3121,1.0,0.19,-1.0
250.0,67,5261,1.0,0.19,-1.0
250.0,68,4705,1.0,0.19,-1.0
250.0,69,5584,1.0,0.19,-1.0
250.0,70,861,1.0,0.19,-1.0
250.0,71,4402,1.0,0.19,-1.0
250.0,72,571,1.0,0.19,-1.0
250.0,73,2867,0.6561,0.3439,76.60000000000001
250.0,74,4537,1.0,0.19,-1.0
250.0,75,2325,1.0,0.19,-1.0
250.0,76,6488,0.6561,0.3439,245.45000000000002
250.0,77,2594,1.0,0.19,-1.0
250.0,78,3790,1.0,0.19,-1.0
250.0,79,3886,1.0,0.19,-1.0
250.0,80,6357,0.6561,0.3439,120.05
250.0,81,2040,1.0,0.19,-1.0
250.0,82,185,1.0,0.19,-1.0
250.0,83,2985,1.0,0.19,-1.0
250.0,84,1877,0.6561,0.3439,83.85000000000001
250.0,85,1276,1.0,0.19,-1.0
250.0,86,4616,1.0,0.19,-1.0
250.0,87,2340,1.0,0.19,-1.0
250.0,88,4479,1.0,0.19,-1.0
250.0,89,7878,1.0,0.19,-1.0
250.0,90,4707,1.0,0.19,-1.0
250.0,91,5957,1.0,0.19,-1.0
250.0,92,6532,1.0,0.19,-1.0
250.0,93,1297,1.0,0.19,-1.0
250.0,94,6614,0.6561,0.3439,73.55
250.0,95,4699,1.0,0.19,-1.0
250.0,96,5416,1.0,0.19,-1.0
250.0,97,6946,1.0,0.19,-1.0
250.0,98,6500,1.0,0.19,-1.0
250.0,99,6364,1.0,0.19,-1.0
250.0,100,1848,1.0,0.19,-1.0
250.0,101,825,1.0,0.19,-1.0
250.0,102,7720,1.0,0.19,-1.0
250.0,103,6821,1.0,0.19,-1.0
250.0,104,865,1.0,0.19,-1.0
250.0,105,5822,1.0,0.19,-1.0
250.0,106,512,1.0,0.19,-1.0
250.0,107,7743,1.0,0.19,-1.0
250.0,108,1694,1.0,0.19,-1.0
250.0,109,424,1.0,0.19,-1.0
250.0,110,6631,1.0,0.19,-1.0
250.0,111,4190,1.0,0.19,-1.0
250.0,112,2393,1.0,0.19,-1.0
250.0,113,2109,0.6561,0.3439,187.75
250.0,114,4200,1.0,0.19,-1.0
250.0,115,2311,1.0,0.19,-1.0
250.0,116,3848,1.0,0.19,-1.0
250.0,117,4423,1.0,0.19,-1.0
250.0,118,3688,1.0,0.19,-1.0
250.0,119,2503,1.0,0.19,-1.0
250.0,120,2616,1.0,0.19,-1.0
250.0,121,2615,1.0,0.19,-1.0
250.0,122,1155,1.0,0.19,-1.0
250.0,123,4560,1.0,0.19,-1.0
250.0,124,4746,1.0,0.19,-1.0
250.0,125,1874,1.0,0.19,-1.0
250.0,126,3225,1.0,0.19,-1.0
250.0,127,4802,0.6561,0.3439,240.20000000000002
250.0,128,1178,0.6561,0.3439,32.1
250.0,129,6445,1.0,0.19,-1.0
250.0,130,3524,0.6561,0.3439,78.85000000000001
250.0,131,4568,0.6561,0.3439,241.95000000000002
250.0,132,4483,0.6561,0.3439,224.15
250.0,133,2490,1.0,0.19,-1.0
250.0,134,1262,1.0,0.19,-1.0
250.0,135,5806,1.0,0.19,-1.0
250.0,136,4291,1.0,0.19,-1.0
250.0,137,4634,0.6561,0.3439,245.6
250.0,138,6067,1.0,0.19,-1.0
250.0,139,5491,0.6561,0.3439,234.8
250.0,140,7259,1.0,0.19,-1.0
250.0,141,5947,1.0,0.19,-1.0
250.0,142,7599,1.0,0.19,-1.0
250.0,143,7309,1.0,0.19,-1.0
250.0,144,276,1.0,0.19,-1.0
250.0,145,7788,1.0,0.19,-1.0
250.0,146,4268,1.0,0.19,-1.0
250.0,147,3902,1.0,0.19,-1.0
250.0,148,3448,0.6561,0.3439,119.0
250.0,149,316,1.0,0.19,-1.0
