time,source,target,x,u,t_last_spike
300.0,801,5778,1.0,0.19,-1.0
300.0,802,4065,1.0,0.19,-1.0
300.0,803,6005,1.0,0.19,-1.0
300.0,804,6339,1.0,0.19,-1.0
300.0,805,4951,1.0,0.19,-1.0
300.0,806,5575,1.0,0.19,-1.0
300.0,807,4757,1.0,0.19,-1.0
300.0,808,3376,1.0,0.19,-1.0
300.0,809,6653,0.6561,0.3439,193.3
300.0,810,917,1.0,0.19,-1.0
300.0,811,4934,0.6561,0.3439,167.3
300.0,812,4619,1.0,0.19,-1.0
300.0,813,4825,1.0,0.19,-1.0
300.0,814,1315,1.0,0.19,-1.0
300.0,815,7145,1.0,0.19,-1.0
300.0,816,6105,1.0,0.19,-1.0
300.0,817,7629,1.0,0.19,-1.0
300.0,818,760,1.0,0.19,-1.0
300.0,819,4535,1.0,0.19,-1.0
300.0,820,3013,1.0,0.19,-1.0
300.0,821,4016,0.6561,0.3439,140.15
300.0,822,3351,1.0,0.19,-1.0
300.0,823,4000,1.0,0.19,-1.0
300.0,824,4504,1.0,0.19,-1.0
300.0,825,5589,1.0,0.19,-1.0
300.0,826,2534,1.0,0.19,-1.0
300.0,827,6359,1.0,0.19,-1.0
300.0,828,7096,1.0,0.19,-1.0
300.0,829,1017,1.0,0.19,-1.0
300.0,830,4238,1.0,0.19,-1.0
300.0,831,3244,1.0,0.19,-1.0
300.0,832,5113,1.0,0.19,-1.0
300.0,833,3018,0.6561,0.3439,103.9
300.0,834,3573,1.0,0.19,-1.0
300.0,835,7646,1.0,0.19,-1.0
300.0,836,1792,1.0,0.19,-1.0
300.0,837,39,0.6561,0.3439,165.3
300.0,838,2747,1.0,0.19,-1.0
300.0,839,7287,1.0,0.19,-1.0
300.0,840,1816,1.0,0.19,-1.0
300.0,841,5523,0.6561,0.3439,122.3
300.0,842,2825,1.0,0.19,-1.0
300.0,843,1622,0.6561,0.3439,112.95
300.0,844,2216,1.0,0.19,-1.0
300.0,845,1352,0.6561,0.3439,204.45000000000002
300.0,846,1008,1.0,0.19,-1.0
300.0,847,2708,1.0,0.19,-1.0
300.0,848,1215,0.6561,0.3439,206.65
300.0,849,3610,1.0,0.19,-1.0
300.0,850,6897,1.0,0.19,-1.0
300.0,851,322,1.0,0.19,-1.0
300.0,852,7701,1.0,0.19,-1.0
300.0,853,5330,1.0,0.19,-1.0
300.0,854,1584,0.6561,0.3439,283.05
300.0,855,3530,1.0,0.19,-1.0
300.0,856,4404,1.0,0.19,-1.0
300.0,857,7025,1.0,0.19,-1.0
300.0,858,7232,0.6561,0.3439,153.4
300.0,859,6297,1.0,0.19,-1.0
300.0,860,501,0.6561,0.3439,219.9
300.0,861,6352,1.0,0.19,-1.0
300.0,862,5191,0.6561,0.3439,48.0
300.0,863,2728,0.6561,0.3439,230.45000000000002
300.0,864,5964,1.0,0.19,-1.0
300.0,865,1251,0.6561,0.3439,45.65
300.0,866,3157,1.0,0.19,-1.0
300.0,867,4224,1.0,0.19,-1.0
300.0,868,5334,0.6561,0.3439,138.20000000000002
300.0,869,7352,1.0,0.19,-1.0
300.0,870,6176,0.6561,0.3439,150.05
300.0,871,2799,1.0,0.19,-1.0
300.0,872,6651,0.6561,0.3439,150.8
300.0,873,6977,1.0,0.19,-1.0
300.0,874,7592,1.0,0.19,-1.0
300.0,875,2423,1.0,0.19,-1.0
300.0,876,3569,1.0,0.19,-1.0
300.0,877,7420,1.0,0.19,-1.0
300.0,878,4566,1.0,0.19,-1.0
300.0,879,3148,1.0,0.19,-1.0
300.0,880,1449,1.0,0.19,-1.0
300.0,881,176,1.0,0.19,-1.0
300.0,882,3463,1.0,0.19,-1.0
300.0,883,1314,1.0,0.19,-1.0
300.0,884,4543,1.0,0.19,-1.0
300.0,885,7285,1.0,0.19,-1.0
300.0,886,5466,1.0,0.19,-1.0
300.0,887,5014,1.0,0.19,-1.0
300.0,888,633,1.0,0.19,-1.0
300.0,889,5337,1.0,0.19,-1.0
300.0,890,3980,1.0,0.19,-1.0
300.0,891,928,1.0,0.19,-1.0
300.0,892,2464,1.0,0.19,-1.0
300.0,893,7223,1.0,0.19,-1.0
300.0,894,1522,1.0,0.19,-1.0
300.0,895,3366,0.6561,0.3439,285.6
300.0,896,2626,1.0,0.19,-1.0
300.0,897,2618,1.0,0.19,-1.0
300.0,898,4089,1.0,0.19,-1.0
300.0,899,2620,1.0,0.19,-1.0
300.0,900,3359,1.0,0.19,-1.0
300.0,901,1684,0.6561,0.3439,138.15
300.0,902,6155,1.0,0.19,-1.0
300.0,903,7059,1.0,0.19,-1.0
300.0,904,1289,0.6561,0.3439,129.15
300.0,905,4313,1.0,0.19,-1.0
300.0,906,2991,1.0,0.19,-1.0
300.0,907,6003,1.0,0.19,-1.0
300.0,908,3556,1.0,0.19,-1.0
300.0,909,5638,1.0,0.19,-1.0
300.0,910,5684,1.0,0.19,-1.0
300.0,911,6182,1.0,0.19,-1.0
300.0,912,7680,1.0,0.19,-1.0
300.0,913,3342,1.0,0.19,-1.0
