time,source,target,x,u,t_last_spike
90.0,801,4919,1.0,0.19,-1.0
90.0,802,7298,1.0,0.19,-1.0
90.0,803,6700,1.0,0.19,-1.0
90.0,804,170,1.0,0.19,-1.0
90.0,805,6266,1.0,0.19,-1.0
90.0,806,5575,1.0,0.19,-1.0
90.0,807,6331,1.0,0.19,-1.0
90.0,808,901,1.0,0.19,-1.0
90.0,809,2353,1.0,0.19,-1.0
90.0,810,7076,1.0,0.19,-1.0
90.0,811,1103,1.0,0.19,-1.0
90.0,812,5170,1.0,0.19,-1.0
90.0,813,7707,1.0,0.19,-1.0
90.0,814,2103,1.0,0.19,-1.0
90.0,815,2372,1.0,0.19,-1.0
90.0,816,2083,1.0,0.19,-1.0
90.0,817,7629,1.0,0.19,-1.0
90.0,818,1155,1.0,0.19,-1.0
90.0,819,7652,1.0,0.19,-1.0
90.0,820,5862,1.0,0.19,-1.0
90.0,821,4199,1.0,0.19,-1.0
90.0,822,3351,1.0,0.19,-1.0
90.0,823,7083,1.0,0.19,-1.0
90.0,824,7278,1.0,0.19,-1.0
90.0,825,2188,1.0,0.19,-1.0
90.0,826,1460,1.0,0.19,-1.0
90.0,827,6168,1.0,0.19,-1.0
90.0,828,6987,1.0,0.19,-1.0
90.0,829,6008,1.0,0.19,-1.0
90.0,830,3696,1.0,0.19,-1.0
90.0,831,2698,1.0,0.19,-1.0
90.0,832,5146,1.0,0.19,-1.0
90.0,833,2605,1.0,0.19,-1.0
90.0,834,7386,1.0,0.19,-1.0
90.0,835,808,1.0,0.19,-1.0
90.0,836,1017,1.0,0.19,-1.0
90.0,837,4360,1.0,0.19,-1.0
90.0,838,861,1.0,0.19,-1.0
90.0,839,5872,1.0,0.19,-1.0
90.0,840,1816,1.0,0.19,-1.0
90.0,841,5523,1.0,0.19,-1.0
90.0,842,6618,1.0,0.19,-1.0
90.0,843,1622,1.0,0.19,-1.0
90.0,844,5933,1.0,0.19,-1.0
90.0,845,7508,1.0,0.19,-1.0
90.0,846,6484,1.0,0.19,-1.0
90.0,847,4969,1.0,0.19,-1.0
90.0,848,3000,1.0,0.19,-1.0
90.0,849,1180,1.0,0.19,-1.0
90.0,850,7404,1.0,0.19,-1.0
90.0,851,16,1.0,0.19,-1.0
90.0,852,2860,1.0,0.19,-1.0
90.0,853,6951,1.0,0.19,-1.0
90.0,854,1584,1.0,0.19,-1.0
90.0,855,2064,1.0,0.19,-1.0
90.0,856,3105,1.0,0.19,-1.0
90.0,857,6616,1.0,0.19,-1.0
90.0,858,7326,1.0,0.19,-1.0
90.0,859,4999,1.0,0.19,-1.0
90.0,860,1408,1.0,0.19,-1.0
90.0,861,3877,1.0,0.19,-1.0
90.0,862,2571,0.6561,0.3439,48.0
90.0,863,647,1.0,0.19,-1.0
90.0,864,267,1.0,0.19,-1.0
90.0,865,1248,0.6561,0.3439,45.65
90.0,866,395,1.0,0.19,-1.0
90.0,867,753,1.0,0.19,-1.0
90.0,868,4233,1.0,0.19,-1.0
90.0,869,2905,1.0,0.19,-1.0
90.0,870,3329,1.0,0.19,-1.0
90.0,871,2361,1.0,0.19,-1.0
90.0,872,2529,1.0,0.19,-1.0
90.0,873,3974,1.0,0.19,-1.0
90.0,874,3465,1.0,0.19,-1.0
90.0,875,1105,1.0,0.19,-1.0
90.0,876,151,1.0,0.19,-1.0
90.0,877,419,1.0,0.19,-1.0
90.0,878,7226,1.0,0.19,-1.0
90.0,879,7567,1.0,0.19,-1.0
90.0,880,2568,1.0,0.19,-1.0
90.0,881,4243,1.0,0.19,-1.0
90.0,882,2609,1.0,0.19,-1.0
90.0,883,2691,1.0,0.19,-1.0
90.0,884,803,1.0,0.19,-1.0
90.0,885,4568,1.0,0.19,-1.0
90.0,886,6364,1.0,0.19,-1.0
90.0,887,3891,1.0,0.19,-1.0
90.0,888,3648,1.0,0.19,-1.0
90.0,889,788,1.0,0.19,-1.0
90.0,890,4377,1.0,0.19,-1.0
90.0,891,928,1.0,0.19,-1.0
90.0,892,4809,1.0,0.19,-1.0
90.0,893,6589,1.0,0.19,-1.0
90.0,894,2033,1.0,0.19,-1.0
90.0,895,713,1.0,0.19,-1.0
90.0,896,2653,1.0,0.19,-1.0
90.0,897,3777,1.0,0.19,-1.0
90.0,898,2926,1.0,0.19,-1.0
90.0,899,5153,1.0,0.19,-1.0
90.0,900,3056,1.0,0.19,-1.0
90.0,901,4215,1.0,0.19,-1.0
90.0,902,6155,1.0,0.19,-1.0
90.0,903,1398,1.0,0.19,-1.0
90.0,904,7876,1.0,0.19,-1.0
90.0,905,4208,1.0,0.19,-1.0
90.0,906,3049,1.0,0.19,-1.0
