time,source,target,x,u,t_last_spike
280.0,1,17,1.0,0.19,-1.0
280.0,2,7192,1.0,0.19,-1.0
280.0,3,5173,1.0,0.19,-1.0
280.0,4,7456,1.0,0.19,-1.0
280.0,5,1551,1.0,0.19,-1.0
280.0,6,567,1.0,0.19,-1.0
280.0,7,4724,1.0,0.19,-1.0
280.0,8,4842,1.0,0.19,-1.0
280.0,9,2019,1.0,0.19,-1.0
280.0,10,6619,1.0,0.19,-1.0
280.0,11,6033,1.0,0.19,-1.0
280.0,12,4655,1.0,0.19,-1.0
280.0,13,301,1.0,0.19,-1.0
280.0,14,387,1.0,0.19,-1.0
280.0,15,3501,1.0,0.19,-1.0
280.0,16,817,0.6561,0.3439,78.7
280.0,17,711,1.0,0.19,-1.0
280.0,18,3885,1.0,0.19,-1.0
280.0,19,1585,1.0,0.19,-1.0
280.0,20,3254,1.0,0.19,-1.0
280.0,21,1282,1.0,0.19,-1.0
280.0,22,6118,1.0,0.19,-1.0
280.0,23,130,0.6561,0.3439,140.20000000000002
280.0,24,7695,1.0,0.19,-1.0
280.0,25,5562,0.6561,0.3439,261.85
280.0,26,1119,1.0,0.19,-1.0
280.0,27,7807,1.0,0.19,-1.0
280.0,28,3023,1.0,0.19,-1.0
280.0,29,5650,1.0,0.19,-1.0
280.0,30,1169,0.6561,0.3439,142.5
280.0,31,3302,1.0,0.19,-1.0
280.0,32,5240,1.0,0.19,-1.0
280.0,33,7598,1.0,0.19,-1.0
280.0,34,3754,0.6561,0.3439,274.15000000000003
280.0,35,5607,1.0,0.19,-1.0
280.0,36,1634,1.0,0.19,-1.0
280.0,37,6727,1.0,0.19,-1.0
280.0,38,2883,1.0,0.19,-1.0
280.0,39,2132,1.0,0.19,-1.0
280.0,40,3336,1.0,0.19,-1.0
280.0,41,5082,1.0,0.19,-1.0
280.0,42,1171,1.0,0.19,-1.0
280.0,43,1105,1.0,0.19,-1.0
280.0,44,7508,1.0,0.19,-1.0
280.0,45,921,1.0,0.19,-1.0
280.0,46,4404,1.0,0.19,-1.0
280.0,47,7424,0.6561,0.3439,63.35
280.0,48,5516,1.0,0.19,-1.0
280.0,49,2007,1.0,0.19,-1.0
280.0,50,3791,1.0,0.19,-1.0
280.0,51,1142,1.0,0.19,-1.0
280.0,52,3100,1.0,0.19,-1.0
280.0,53,1908,0.6561,0.3439,92.75
280.0,54,3185,1.0,0.19,-1.0
280.0,55,2195,1.0,0.19,-1.0
280.0,56,5390,1.0,0.19,-1.0
280.0,57,710,1.0,0.19,-1.0
280.0,58,6539,1.0,0.19,-1.0
280.0,59,6868,1.0,0.19,-1.0
280.0,60,4847,1.0,0.19,-1.0
280.0,61,5923,1.0,0.19,-1.0
280.0,62,7178,0.6561,0.3439,42.85
280.0,63,1192,0.6561,0.3439,158.9
280.0,64,5912,1.0,0.19,-1.0
280.0,65,3110,1.0,0.19,-1.0
280.0,66,7859,1.0,0.19,-1.0
280.0,67,1210,1.0,0.19,-1.0
280.0,68,783,1.0,0.19,-1.0
280.0,69,2047,1.0,0.19,-1.0
280.0,70,3800,0.6561,0.3439,260.45
280.0,71,5619,1.0,0.19,-1.0
280.0,72,4136,1.0,0.19,-1.0
280.0,73,5519,0.6561,0.3439,76.60000000000001
280.0,74,5435,1.0,0.19,-1.0
280.0,75,6088,1.0,0.19,-1.0
280.0,76,7242,0.6561,0.3439,245.45000000000002
280.0,77,5140,1.0,0.19,-1.0
280.0,78,4026,1.0,0.19,-1.0
280.0,79,4405,1.0,0.19,-1.0
280.0,80,3939,0.6561,0.3439,120.05
280.0,81,6154,1.0,0.19,-1.0
280.0,82,7203,1.0,0.19,-1.0
280.0,83,719,1.0,0.19,-1.0
280.0,84,124,0.6561,0.3439,83.85000000000001
280.0,85,6665,1.0,0.19,-1.0
280.0,86,7277,1.0,0.19,-1.0
280.0,87,7792,1.0,0.19,-1.0
280.0,88,7313,1.0,0.19,-1.0
280.0,89,2863,0.6561,0.3439,271.5
280.0,90,3804,1.0,0.19,-1.0
280.0,91,2224,1.0,0.19,-1.0
280.0,92,5566,1.0,0.19,-1.0
280.0,93,3679,1.0,0.19,-1.0
280.0,94,4553,0.6561,0.3439,73.55
280.0,95,164,1.0,0.19,-1.0
280.0,96,3695,1.0,0.19,-1.0
280.0,97,5760,1.0,0.19,-1.0
280.0,98,4394,1.0,0.19,-1.0
280.0,99,672,1.0,0.19,-1.0
280.0,100,6821,1.0,0.19,-1.0
280.0,101,4572,1.0,0.19,-1.0
280.0,102,2085,1.0,0.19,-1.0
280.0,103,1402,1.0,0.19,-1.0
280.0,104,865,1.0,0.19,-1.0
280.0,105,7849,1.0,0.19,-1.0
280.0,106,2167,1.0,0.19,-1.0
280.0,107,3552,1.0,0.19,-1.0
280.0,108,5967,1.0,0.19,-1.0
280.0,109,5375,1.0,0.19,-1.0
280.0,110,2610,1.0,0.19,-1.0
280.0,111,5811,1.0,0.19,-1.0
280.0,112,6844,1.0,0.19,-1.0
280.0,113,6758,0.6561,0.3439,187.75
280.0,114,4200,1.0,0.19,-1.0
280.0,115,3452,1.0,0.19,-1.0
280.0,116,6356,1.0,0.19,-1.0
280.0,117,4423,1.0,0.19,-1.0
280.0,118,3035,1.0,0.19,-1.0
280.0,119,7784,1.0,0.19,-1.0
280.0,120,1269,1.0,0.19,-1.0
280.0,121,2706,1.0,0.19,-1.0
280.0,122,6944,1.0,0.19,-1.0
280.0,123,4884,1.0,0.19,-1.0
280.0,124,3571,1.0,0.19,-1.0
280.0,125,7839,1.0,0.19,-1.0
280.0,126,3225,1.0,0.19,-1.0
280.0,127,1167,0.6561,0.3439,240.20000000000002
280.0,128,3432,0.6561,0.3439,32.1
280.0,129,1114,1.0,0.19,-1.0
280.0,130,1193,0.6561,0.3439,78.85000000000001
280.0,131,6946,0.6561,0.3439,241.95000000000002
280.0,132,3925,0.6561,0.3439,224.15
280.0,133,2776,1.0,0.19,-1.0
280.0,134,393,1.0,0.19,-1.0
280.0,135,2127,1.0,0.19,-1.0
280.0,136,7248,1.0,0.19,-1.0
280.0,137,1060,0.6561,0.3439,245.6
280.0,138,5729,1.0,0.19,-1.0
280.0,139,3153,0.6561,0.3439,234.8
280.0,140,6872,1.0,0.19,-1.0
280.0,141,5077,1.0,0.19,-1.0
280.0,142,7645,1.0,0.19,-1.0
280.0,143,6276,1.0,0.19,-1.0
280.0,144,3576,1.0,0.19,-1.0
280.0,145,5038,1.0,0.19,-1.0
280.0,146,1222,1.0,0.19,-1.0
280.0,147,4524,1.0,0.19,-1.0
280.0,148,3253,0.6561,0.3439,119.0
280.0,149,3647,1.0,0.19,-1.0
