time,source,target,x,u,t_last_spike
60.0,801,2016,1.0,0.19,-1.0
60.0,802,1660,1.0,0.19,-1.0
60.0,803,6005,1.0,0.19,-1.0
60.0,804,4488,1.0,0.19,-1.0
60.0,805,4757,1.0,0.19,-1.0
60.0,806,6387,1.0,0.19,-1.0
60.0,807,2543,1.0,0.19,-1.0
60.0,808,801,1.0,0.19,-1.0
60.0,809,3170,1.0,0.19,-1.0
60.0,810,6574,1.0,0.19,-1.0
60.0,811,2965,1.0,0.19,-1.0
60.0,812,4619,1.0,0.19,-1.0
60.0,813,7452,1.0,0.19,-1.0
60.0,814,2336,1.0,0.19,-1.0
60.0,815,2372,1.0,0.19,-1.0
60.0,816,1855,1.0,0.19,-1.0
60.0,817,2151,1.0,0.19,-1.0
60.0,818,5470,1.0,0.19,-1.0
60.0,819,323,1.0,0.19,-1.0
60.0,820,1880,1.0,0.19,-1.0
60.0,821,1803,1.0,0.19,-1.0
60.0,822,6873,1.0,0.19,-1.0
60.0,823,5274,1.0,0.19,-1.0
60.0,824,7278,1.0,0.19,-1.0
60.0,825,6546,1.0,0.19,-1.0
60.0,826,1680,1.0,0.19,-1.0
60.0,827,5357,1.0,0.19,-1.0
60.0,828,7374,1.0,0.19,-1.0
60.0,829,1210,1.0,0.19,-1.0
60.0,830,3696,1.0,0.19,-1.0
60.0,831,7869,1.0,0.19,-1.0
60.0,832,6533,1.0,0.19,-1.0
60.0,833,4908,1.0,0.19,-1.0
60.0,834,3734,1.0,0.19,-1.0
60.0,835,808,1.0,0.19,-1.0
60.0,836,1165,1.0,0.19,-1.0
60.0,837,4360,1.0,0.19,-1.0
60.0,838,7528,1.0,0.19,-1.0
60.0,839,7287,1.0,0.19,-1.0
60.0,840,1816,1.0,0.19,-1.0
60.0,841,1101,1.0,0.19,-1.0
60.0,842,6618,1.0,0.19,-1.0
60.0,843,4713,1.0,0.19,-1.0
60.0,844,4694,1.0,0.19,-1.0
60.0,845,1352,1.0,0.19,-1.0
60.0,846,1008,1.0,0.19,-1.0
60.0,847,2708,1.0,0.19,-1.0
60.0,848,3000,1.0,0.19,-1.0
60.0,849,5048,1.0,0.19,-1.0
60.0,850,3086,1.0,0.19,-1.0
60.0,851,322,1.0,0.19,-1.0
60.0,852,696,1.0,0.19,-1.0
60.0,853,7512,1.0,0.19,-1.0
60.0,854,2657,1.0,0.19,-1.0
60.0,855,6963,1.0,0.19,-1.0
60.0,856,3105,1.0,0.19,-1.0
60.0,857,1103,1.0,0.19,-1.0
60.0,858,2393,1.0,0.19,-1.0
60.0,859,726,1.0,0.19,-1.0
60.0,860,1408,1.0,0.19,-1.0
60.0,861,3877,1.0,0.19,-1.0
60.0,862,1856,0.6561,0.3439,48.0
60.0,863,4931,1.0,0.19,-1.0
60.0,864,4999,1.0,0.19,-1.0
60.0,865,1248,0.6561,0.3439,45.65
60.0,866,2654,1.0,0.19,-1.0
60.0,867,1051,1.0,0.19,-1.0
60.0,868,620,1.0,0.19,-1.0
60.0,869,7352,1.0,0.19,-1.0
60.0,870,6176,1.0,0.19,-1.0
60.0,871,1662,1.0,0.19,-1.0
60.0,872,7743,1.0,0.19,-1.0
60.0,873,1936,1.0,0.19,-1.0
60.0,874,3491,1.0,0.19,-1.0
60.0,875,3768,1.0,0.19,-1.0
60.0,876,151,1.0,0.19,-1.0
60.0,877,1224,1.0,0.19,-1.0
60.0,878,4885,1.0,0.19,-1.0
60.0,879,3148,1.0,0.19,-1.0
60.0,880,1449,1.0,0.19,-1.0
60.0,881,5599,1.0,0.19,-1.0
60.0,882,1213,1.0,0.19,-1.0
60.0,883,2691,1.0,0.19,-1.0
60.0,884,5720,1.0,0.19,-1.0
60.0,885,4568,1.0,0.19,-1.0
60.0,886,5466,1.0,0.19,-1.0
60.0,887,5014,1.0,0.19,-1.0
60.0,888,3648,1.0,0.19,-1.0
60.0,889,5803,1.0,0.19,-1.0
60.0,890,2255,1.0,0.19,-1.0
60.0,891,928,1.0,0.19,-1.0
60.0,892,7060,1.0,0.19,-1.0
60.0,893,7223,1.0,0.19,-1.0
60.0,894,3019,1.0,0.19,-1.0
60.0,895,6848,1.0,0.19,-1.0
60.0,896,2355,1.0,0.19,-1.0
60.0,897,733,1.0,0.19,-1.0
60.0,898,2812,1.0,0.19,-1.0
60.0,899,3759,1.0,0.19,-1.0
60.0,900,3056,1.0,0.19,-1.0
60.0,901,4215,1.0,0.19,-1.0
60.0,902,871,1.0,0.19,-1.0
60.0,903,1398,1.0,0.19,-1.0
60.0,904,1696,1.0,0.19,-1.0
60.0,905,1647,1.0,0.19,-1.0
60.0,906,3049,1.0,0.19,-1.0
60.0,907,3468,1.0,0.19,-1.0
60.0,908,5536,1.0,0.19,-1.0
