3.200000000000000000e+01 1.369500000000000000e+03
4.000000000000000000e+01 1.851950000000000045e+03
3.200000000000000000e+01 2.916099999999999909e+03
3.200000000000000000e+01 2.976300000000000182e+03
4.000000000000000000e+01 2.978050000000000182e+03
2.400000000000000000e+01 3.410050000000000182e+03
2.400000000000000000e+01 3.700200000000000273e+03
4.000000000000000000e+01 3.788500000000000000e+03
3.200000000000000000e+01 3.861599999999999909e+03
2.400000000000000000e+01 4.272500000000000000e+03
3.200000000000000000e+01 4.876400000000000546e+03
4.000000000000000000e+01 4.968500000000000000e+03
3.200000000000000000e+01 5.047900000000000546e+03
2.400000000000000000e+01 5.071449999999999818e+03
2.400000000000000000e+01 5.377800000000000182e+03
2.400000000000000000e+01 5.445000000000000000e+03
4.000000000000000000e+01 5.447000000000000000e+03
4.000000000000000000e+01 5.603350000000000364e+03
4.000000000000000000e+01 6.129500000000000000e+03
4.000000000000000000e+01 6.283449999999999818e+03
3.200000000000000000e+01 6.322300000000000182e+03
4.000000000000000000e+01 6.696949999999999818e+03
2.400000000000000000e+01 6.738050000000000182e+03
4.000000000000000000e+01 6.769699999999999818e+03
3.200000000000000000e+01 6.849850000000000364e+03
4.000000000000000000e+01 6.921949999999999818e+03
4.000000000000000000e+01 7.007199999999999818e+03
2.400000000000000000e+01 7.138100000000000364e+03
3.200000000000000000e+01 7.253400000000000546e+03
2.400000000000000000e+01 7.448400000000000546e+03
4.000000000000000000e+01 7.454900000000000546e+03
3.200000000000000000e+01 7.509949999999999818e+03
4.000000000000000000e+01 7.649300000000000182e+03
2.400000000000000000e+01 7.804949999999999818e+03
3.200000000000000000e+01 7.935150000000000546e+03
3.300000000000000000e+01 6.983000000000000682e+02
3.300000000000000000e+01 1.485549999999999955e+03
3.300000000000000000e+01 1.718299999999999955e+03
3.300000000000000000e+01 2.073099999999999909e+03
2.500000000000000000e+01 2.186150000000000091e+03
3.300000000000000000e+01 2.217450000000000273e+03
2.500000000000000000e+01 3.604700000000000273e+03
2.500000000000000000e+01 4.939850000000000364e+03
3.300000000000000000e+01 5.556449999999999818e+03
3.300000000000000000e+01 5.592650000000000546e+03
3.300000000000000000e+01 5.946550000000000182e+03
3.300000000000000000e+01 6.866949999999999818e+03
3.300000000000000000e+01 7.009949999999999818e+03
2.500000000000000000e+01 7.209900000000000546e+03
3.300000000000000000e+01 7.226949999999999818e+03
3.300000000000000000e+01 7.399850000000000364e+03
3.300000000000000000e+01 7.466050000000000182e+03
3.300000000000000000e+01 7.740900000000000546e+03
2.600000000000000000e+01 2.278499999999999943e+02
3.400000000000000000e+01 1.636500000000000000e+03
3.400000000000000000e+01 4.588300000000000182e+03
2.600000000000000000e+01 4.606900000000000546e+03
2.600000000000000000e+01 4.791000000000000000e+03
3.400000000000000000e+01 5.379500000000000000e+03
3.400000000000000000e+01 5.674100000000000364e+03
2.600000000000000000e+01 5.868050000000000182e+03
3.400000000000000000e+01 5.894550000000000182e+03
2.600000000000000000e+01 6.413949999999999818e+03
3.400000000000000000e+01 6.610750000000000000e+03
3.400000000000000000e+01 6.720800000000000182e+03
3.400000000000000000e+01 6.916800000000000182e+03
2.600000000000000000e+01 7.224300000000000182e+03
2.600000000000000000e+01 7.400400000000000546e+03
2.600000000000000000e+01 7.489199999999999818e+03
2.700000000000000000e+01 1.432500000000000000e+03
2.700000000000000000e+01 1.787299999999999955e+03
3.500000000000000000e+01 2.567700000000000273e+03
2.700000000000000000e+01 2.879900000000000091e+03
3.500000000000000000e+01 3.280000000000000000e+03
3.500000000000000000e+01 3.797300000000000182e+03
3.500000000000000000e+01 3.969599999999999909e+03
2.700000000000000000e+01 3.970500000000000000e+03
3.500000000000000000e+01 4.019300000000000182e+03
2.700000000000000000e+01 4.289800000000000182e+03
2.700000000000000000e+01 4.526500000000000000e+03
3.500000000000000000e+01 5.070449999999999818e+03
