1.600000000000000000e+01 2.105000000000000071e+01
8.000000000000000000e+00 9.404500000000000455e+02
8.000000000000000000e+00 1.330750000000000000e+03
8.000000000000000000e+00 1.491500000000000000e+03
8.000000000000000000e+00 3.008650000000000091e+03
1.600000000000000000e+01 3.009099999999999909e+03
1.600000000000000000e+01 3.016900000000000091e+03
8.000000000000000000e+00 3.017050000000000182e+03
8.000000000000000000e+00 3.026400000000000091e+03
1.600000000000000000e+01 3.026450000000000273e+03
8.000000000000000000e+00 3.036700000000000273e+03
1.600000000000000000e+01 3.037349999999999909e+03
8.000000000000000000e+00 3.046550000000000182e+03
1.600000000000000000e+01 3.049250000000000000e+03
1.600000000000000000e+01 3.257300000000000182e+03
1.600000000000000000e+01 4.062349999999999909e+03
8.000000000000000000e+00 4.816050000000000182e+03
8.000000000000000000e+00 5.380550000000000182e+03
1.600000000000000000e+01 6.038650000000000546e+03
8.000000000000000000e+00 6.166800000000000182e+03
8.000000000000000000e+00 6.553250000000000000e+03
8.000000000000000000e+00 7.014199999999999818e+03
1.600000000000000000e+01 7.251350000000000364e+03
8.000000000000000000e+00 7.362199999999999818e+03
8.000000000000000000e+00 7.691550000000000182e+03
1.000000000000000000e+00 1.455000000000000000e+03
9.000000000000000000e+00 1.901049999999999955e+03
9.000000000000000000e+00 2.690450000000000273e+03
1.000000000000000000e+00 2.943750000000000000e+03
1.000000000000000000e+00 3.005200000000000273e+03
1.700000000000000000e+01 3.007250000000000000e+03
9.000000000000000000e+00 3.007400000000000091e+03
1.000000000000000000e+00 3.012650000000000091e+03
9.000000000000000000e+00 3.014849999999999909e+03
1.700000000000000000e+01 3.015000000000000000e+03
1.000000000000000000e+00 3.020800000000000182e+03
1.700000000000000000e+01 3.023800000000000182e+03
9.000000000000000000e+00 3.024000000000000000e+03
1.000000000000000000e+00 3.030599999999999909e+03
9.000000000000000000e+00 3.033200000000000273e+03
1.700000000000000000e+01 3.033450000000000273e+03
1.000000000000000000e+00 3.041300000000000182e+03
1.700000000000000000e+01 3.043950000000000273e+03
9.000000000000000000e+00 3.044700000000000273e+03
1.700000000000000000e+01 3.799050000000000182e+03
9.000000000000000000e+00 4.039150000000000091e+03
1.000000000000000000e+00 4.137449999999999818e+03
9.000000000000000000e+00 4.370250000000000000e+03
9.000000000000000000e+00 4.716650000000000546e+03
1.700000000000000000e+01 4.893350000000000364e+03
1.000000000000000000e+00 4.947100000000000364e+03
9.000000000000000000e+00 5.258199999999999818e+03
1.700000000000000000e+01 5.379000000000000000e+03
9.000000000000000000e+00 5.428199999999999818e+03
1.000000000000000000e+00 5.474150000000000546e+03
1.700000000000000000e+01 5.644550000000000182e+03
1.000000000000000000e+00 6.040650000000000546e+03
9.000000000000000000e+00 6.078000000000000000e+03
1.000000000000000000e+00 6.377500000000000000e+03
1.000000000000000000e+00 6.439550000000000182e+03
1.000000000000000000e+00 6.694550000000000182e+03
1.700000000000000000e+01 6.921199999999999818e+03
1.000000000000000000e+00 7.108750000000000000e+03
1.700000000000000000e+01 7.233250000000000000e+03
1.000000000000000000e+00 7.304750000000000000e+03
1.700000000000000000e+01 7.312500000000000000e+03
1.000000000000000000e+00 7.561699999999999818e+03
1.700000000000000000e+01 7.632900000000000546e+03
1.000000000000000000e+00 7.688750000000000000e+03
1.000000000000000000e+00 7.722449999999999818e+03
1.000000000000000000e+00 7.765949999999999818e+03
1.700000000000000000e+01 7.770000000000000000e+03
9.000000000000000000e+00 7.888300000000000182e+03
1.000000000000000000e+01 5.587500000000000000e+02
1.000000000000000000e+01 1.652150000000000091e+03
